Normalized tag,Clean,Mitch's Category,Laura's Category,Model,Field
merianmatthaeus15931650,"Merian, Matthaeus, 1593-1650",Person,Person,Unknown,Person Unknown
merianmatthaeus16211687,"Merian, Matthaeus, 1621-1687",Person,Person,Unknown,Person Unknown
mertonwilfred18881957,"Merton, Wilfred, 1888-1957",Person,Person,Unknown,Person Unknown
meulendanielvander15541600,"Meulen, Daniel van der, 1554-1600",Person,Person,Unknown,Person Unknown
meurljohann,"Meurl, Johann",Person,Person,Unknown,Person Unknown
meychelhannsgeorg,"Meychel, Hannß Georg",Person,Person,Unknown,Person Unknown
meycheljohanngeorg,"Meychel, Johann Georg",Person,Person,Unknown,Person Unknown
middletonwilliam,"Middleton, William",Person,Person,Unknown,Person Unknown
miette,Miette,Person,Person,Unknown,Person Unknown
milburncharlesh,"Milburn, Charles H.",Person,Person,Unknown,Person Unknown
millerjohannesfl15141520,"Miller, Johannes, fl. 1514-1520",Person,Person,Unknown,Person Unknown
millerwilliame19101994,"Miller, William E., 1910-1994",Person,Person,Unknown,Person Unknown
millerwilliamhenry17891848,"Miller, William Henry, 1789-1848",Person,Person,Unknown,Person Unknown
millotmichelange,"Millot, Michelange",Person,Person,Unknown,Person Unknown
millotsiusmichalangelus,"Millotsius, Michalangelus",Person,Person,Unknown,Person Unknown
millscmrs,"Mills, C., Mrs.",Person,Person,Unknown,Person Unknown
milnescharlesgery18041855,"Milnes, Charles Gery, 1804-1855",Person,Person,Unknown,Person Unknown
miltonpeterborough,"Milton, Peterborough",Person,Person,Unknown,Person Unknown
minselcarolusvan,"Minsel, Carolus van",Person,Person,Unknown,Person Unknown
minto,Minto,Person,Person,Unknown,Person Unknown
mintoofminto,Minto of Minto,,Person,Unknown,Person Unknown
mirbachharffernst18451901,"Mirbach-Harff, Ernst, 1845-1901",Person,Person,Unknown,Person Unknown
misenusandreas,"Misenus, Andreas",Person,Person,Unknown,Person Unknown
mitchellsweirsilasweir18291914,"Mitchell, S. Weir (Silas Weir), 1829-1914",Person,Person,Unknown,Person Unknown
mijatovićčedomilj18421932,"Miǰatović, Čedomilj, 1842-1932",Person,Person,Unknown,Person Unknown
mocenigoleonardod1528,"Mocenigo, Leonardo, d. 1528",Person,Person,Unknown,Person Unknown
molini,Molini,Person,Person,Unknown,Person Unknown
molinus,Molinus,,Person,Unknown,Person Unknown
mondellafrancesco16thcent,"Mondella, Francesco, 16th cent.",Person,Person,Unknown,Person Unknown
monsalliercharles,"Monsallier, Charles",Person,Person,Unknown,Person Unknown
monsonwilliamjohnmonsonbaron17961862,"Monson, William John Monson, Baron, 1796-1862",Person,Person,Unknown,Person Unknown
montebelloalbertinecomtessede18551930,"Montebello, Albertine, comtesse de, 1855-1930",Person,Person,Unknown,Person Unknown
montebellocomtessede18551930,"Montebello, comtesse de, 1855-1930",Person,Person,Unknown,Person Unknown
moonjames,"Moon, James",Person,Person,Unknown,Person Unknown
moonjames17131796,"Moon, James, 1713-1796",Person,Person,Unknown,Person Unknown
morand,Morand,Person,Person,Unknown,Person Unknown
morantejoachimgomezdelacortinamarquésde18081868,"Morante, Joachim Gomez de la Cortina, marqués de, 1808-1868",Person,Person,Unknown,Person Unknown
moraud,Moraud,Person,Person,Unknown,Person Unknown
moreldevindécharlesgilbertterrayvicomte17591842,"Morel de Vindé, Charles Gilbert Terray, vicomte, 1759-1842",Person,Person,Unknown,Person Unknown
morelliandrea,"Morelli, Andrea",Person,Person,Unknown,Person Unknown
morellinicolai16thcent,"Morelli, Nicolai, 16th cent.",Person,Person,Unknown,Person Unknown
morganjohn17351789,"Morgan, John, 1735-1789",Person,Person,Unknown,Person Unknown
morhartulrich1554,"Morhart, Ulrich, -1554",Person,Person,Unknown,Person Unknown
morizoncharles,"Morizon, Charles",Person,Person,Unknown,Person Unknown
mortlockjohngeorge18351917,"Mortlock, John George, 1835-1917",Person,Person,Unknown,Person Unknown
mortongabriel,"Morton, Gabriel",Person,Person,Unknown,Person Unknown
mortonsmithmichael,"Morton-Smith, Michael",Person,Person,Unknown,Person Unknown
moschenifrancescofl15471566,"Moscheni, Francesco, fl. 1547-1566",Person,Person,Unknown,Person Unknown
mosermargarethe,"Moser, Margarethe",Person,Person,Unknown,Person Unknown
moserinmargretha,"Moserin, Margretha",Person,Person,Unknown,Person Unknown
mosesbiblicalleader,Moses (Biblical leader),,Person,Unknown,Person Unknown
muhljohan,"Muhl, Johan",Person,Person,Unknown,Person Unknown
mulhernjohn,"Mulhern, John",Person,Person,Unknown,Person Unknown
murnerthomas14751537,"Murner, Thomas, 1475-1537",Person,Person,Unknown,Person Unknown
murphyhenrycruse18101882,"Murphy, Henry Cruse, 1810-1882",Person,Person,Unknown,Person Unknown
murraycharlesfairfax18491919,"Murray, Charles Fairfax, 1849-1919",Person,Person,Unknown,Person Unknown
muscarellopietropaolo,"Muscarello, Pietro Paolo",Person,Person,Unknown,Person Unknown
myerswinifred,"Myers, Winifred",Person,Person,Unknown,Person Unknown
möhlerjohannadam17961838,"Möhler, Johann Adam, 1796-1838",Person,Person,Unknown,Person Unknown
nardisimeonediniccoló,"Nardi, Simeone di Niccoló",Person,Person,Unknown,Person Unknown
natalecarlo,"Natale, Carlo",Person,Person,Unknown,Person Unknown
nataleraffaelcarlo,"Natale, Raffael Carlo",Person,Person,Unknown,Person Unknown
naumannjohannfriedrich,"Naumann, Johann Friedrich",Person,Person,Unknown,Person Unknown
negrogiulianogiacintodi,"Negro, Giuliano Giacinto di",Person,Person,Unknown,Person Unknown
nesbittrobert16971761,"Nesbitt, Robert, 1697-1761",Person,Person,Unknown,Person Unknown
nessnerotto,"Nessner, Otto",Person,Person,Unknown,Person Unknown
neuböckjohannkaspar15451594,"Neuböck, Johann Kaspar, 1545-1594",Person,Person,Unknown,Person Unknown
neudoldmk,"Neudold, M. K.",Person,Person,Unknown,Person Unknown
neudoldmaximiliankarl,"Neudold, Maximilian Karl",Person,Person,Unknown,Person Unknown
neufvilledevilleroycamillede16061693,"Neufville de Villeroy, Camille de, 1606-1693",Person,Person,Unknown,Person Unknown
neumayersebastian,"Neumayer, Sebastian",Person,Person,Unknown,Person Unknown
newtonaedwardalfrededward18641940,"Newton, A. Edward (Alfred Edward), 1864-1940",Person,Person,Unknown,Person Unknown
newtoncharlesedmundb1831,"Newton, Charles Edmund, b. 1831",Person,Person,Unknown,Person Unknown
nicolai,Nicolai,,Person,Unknown,Person Unknown
nicolausjohannissmalandius15301610,"Nicolaus Johannis Smalandius, 1530-1610",Person,Person,Unknown,Person Unknown
nicolayfrederick17281809,"Nicolay, Frederick, 1728-1809",Person,Person,Unknown,Person Unknown
nicolinidomenicodasabbio,"Nicolini, Domenico, da Sabbio",Person,Person,Unknown,Person Unknown
niedréejeanedouard,"Niedrée, Jean-Edouard",Person,Person,Unknown,Person Unknown
nightingalemariaaj,"Nightingale, Maria A. J.",Person,Person,Unknown,Person Unknown
nikolausmariafranzvonesterhazygalantha,Nikolaus-Maria Franz von Esterhazy-Galantha,,Person,Unknown,Person Unknown
nodiercharles17801844,"Nodier, Charles, 1780-1844",Person,Person,Unknown,Person Unknown
noldefriedrichwilhelm17161786,"Nolde, Friedrich Wilhelm, 1716-1786",Person,Person,Unknown,Person Unknown
noldiusfriedrichwilhelm17161786,"Noldius, Friedrich Wilhelm, 1716-1786",Person,Person,Unknown,Person Unknown
norcottenash,"Norcott, E. Nash",Person,Person,Unknown,Person Unknown
nordensamuel,"Norden, Samuel",Person,Person,Unknown,Person Unknown
norfolkhenryhowarddukeof16281684,"Norfolk, Henry Howard, Duke of, 1628-1684",Person,Person,Unknown,Person Unknown
normanhubertg,"Norman, Hubert G.",Person,Person,Unknown,Person Unknown
norrisisaac17011766,"Norris, Isaac, 1701-1766",Person,Person,Unknown,Person Unknown
norrisisaac18021890,"Norris, Isaac, 1802-1890",Person,Person,Unknown,Person Unknown
norrisjosephpjosephparker17631841,"Norris, Joseph P. (Joseph Parker), 1763-1841",Person,Person,Unknown,Person Unknown
northcharles,"North, Charles",Person,Person,Unknown,Person Unknown
northfrederickearlofguilford17661827,"North, Frederick, Earl of Guilford, 1766-1827",Person,Person,Unknown,Person Unknown
northcotececilia,"Northcote, Cecilia",Person,Person,Unknown,Person Unknown
northwickjohnrushoutbaron17701859,"Northwick, John Rushout, Baron, 1770-1859",Person,Person,Unknown,Person Unknown
nostitzchristophwentzelgrafvon16481712,"Nostitz, Christoph Wentzel, Graf von, 1648-1712",Person,Person,Unknown,Person Unknown
noyeswilliamcurtis18051864,"Noyes, William Curtis, 1805-1864",Person,Person,Unknown,Person Unknown
osullivanseumas18791958,"O'Sullivan, Seumas, 1879-1958",Person,Person,Unknown,Person Unknown
ohäfelfinger,O. Häfelfinger,,Person,Unknown,Person Unknown
ogllewis,O.G.L. Lewis,,Person,Unknown,Person Unknown
odellandrewj,"Odell, Andrew J.",Person,Person,Unknown,Person Unknown
oedergeorgludwig16941760,"Oeder, Georg Ludwig, 1694-1760",Person,Person,Unknown,Person Unknown
oginskimichel17651833,"Oginski, Michel, 1765-1833",Person,Person,Unknown,Person Unknown
ogińskimichałkazimierz17281800,"Ogiński, Michał Kazimierz, 1728-1800",Person,Person,Unknown,Person Unknown
oglenathaniel,"Ogle, Nathaniel",Person,Person,Unknown,Person Unknown
oldfeildanthony,"Oldfeild, Anthony",Person,Person,Unknown,Person Unknown
olivagiovannipaolo16001681,"Oliva, Giovanni Paolo, 1600-1681",Person,Person,Unknown,Person Unknown
olschkileosleosamuel18611940,"Olschki, Leo S. (Leo Samuel), 1861-1940",Person,Person,Unknown,Person Unknown
opitztheodor18201896,"Opitz, Theodor,1820-1896",Person,Person,Unknown,Person Unknown
ornipodiusjoannes,"Ornipodius, Joannes",Person,Person,Unknown,Person Unknown
orreryjohnboyleearlof17071762,"Orrery, John Boyle, Earl of, 1707-1762",Person,Person,Unknown,Person Unknown
orzipietro,"Orzi, Pietro",Person,Person,Unknown,Person Unknown
otmarsilvand1540,"Otmar, Silvan, d. 1540",Person,Person,Unknown,Person Unknown
ottoheinrichelectorofthepalatinate15021559,"Otto Heinrich, Elector of the Palatinate, 1502-1559",Person,Person,Unknown,Person Unknown
otwayjames,"Otway, James",Person,Person,Unknown,Person Unknown
overtonm,"Overton, M.",Person,Person,Unknown,Person Unknown
ovid43bc17or18ad,"Ovid, 43 B.C.-17 or 18 A.D",Person,Person,Unknown,Person Unknown
oxfordrobertharley‏‎earlof‏‎16611724,"Oxford, Robert Harley,‏ ‎Earl of,‏ ‎1661-1724",Person,Person,Unknown,Person Unknown
pagniantonio,"Pagni, Antonio",Person,Person,Unknown,Person Unknown
palauydulcetantonio18671954,"Palau y Dulcet, Antonio, 1867-1954",Person,Person,Unknown,Person Unknown
palchjoannes,"Palch, Joannes",Person,Person,Unknown,Person Unknown
palhafernandod1897,"Palha, Fernando, d. 1897",Person,Person,Unknown,Person Unknown
pallavicinogiulio,"Pallavicino, Giulio",Person,Person,Unknown,Person Unknown
palmelladuquede17811850,"Palmella, duque de, 1781-1850",Person,Person,Unknown,Person Unknown
palmellapedrodesouzaholstein17811850,"Palmella, Pedro de Souza-Holstein, 1781-1850",Person,Person,Unknown,Person Unknown
paltasichisandreasdeactive14761493,"Paltasichis, Andreas de, active 1476-1493",Person,Person,Unknown,Person Unknown
pannartzarnoldapproximately1478,"Pannartz, Arnold, -approximately 1478",Person,Person,Unknown,Person Unknown
paoloantonio,Paolo Antonio,,Person,Unknown,Person Unknown
pasinimaffeofl15241551,"Pasini, Maffeo, fl. 1524-1551",Person,Person,Unknown,Person Unknown
pasqualibusperegrinusdebononiensisactive15thcentury,"Pasqualibus, Peregrinus de, Bononiensis, active 15th century",Person,Person,Unknown,Person Unknown
pasqualinigiovannibattista,"Pasqualini, Giovanni Battista",Person,Person,Unknown,Person Unknown
pasqualinigiovannigabriele,"Pasqualini, Giovanni Gabriele",Person,Person,Unknown,Person Unknown
pastoregiovannicarllo,"Pastore, Giovanni Carllo",Person,Person,Unknown,Person Unknown
patettafederico18671945,"Patetta, Federico, 1867-1945",Person,Person,Unknown,Person Unknown
patrickrobinsonscot,"Patrick Robinson, Scot",Person,Person,Unknown,Person Unknown
patritiusrobinson,Patritius Robinson,,Person,Unknown,Person Unknown
paulivpope14761559,"Paul IV, Pope, 1476-1559",Person,Person,Unknown,Person Unknown
paultheapostlesaint,"Paul, the Apostle, Saint",Person,Person,Unknown,Person Unknown
paulisjohannesgualbertusde,"Paulis, Johannes Gualbertus de",Person,Person,Unknown,Person Unknown
paulliusd,"Paullius, D.",Person,Person,Unknown,Person Unknown
pavaniusheinricus,"Pavanius, Heinricus",Person,Person,Unknown,Person Unknown
paviaitaly,"Pavia, Italy",Person,Person,Unknown,Person Unknown
pedro,Pedro,Person,Person,Unknown,Person Unknown
pegorier,Pegorier,,Person,Unknown,Person Unknown
pelayemedouardmelite18421921,"Pelay, E. M. (Edouard Melite), 1842-1921",Person,Person,Unknown,Person Unknown
pelayédouard,"Pelay, Édouard",Person,Person,Unknown,Person Unknown
peningtonjohn17991867,"Penington, John, 1799-1867",Person,Person,Unknown,Person Unknown
pennimanjameshosmer18601931,"Penniman, James Hosmer, 1860-1931",Person,Person,Unknown,Person Unknown
pennimanjosiahharmar18681941,"Penniman, Josiah Harmar, 1868-1941",Person,Person,Unknown,Person Unknown
pennypackerisaacrusling18521935,"Pennypacker, Isaac Rusling, 1852-1935",Person,Person,Unknown,Person Unknown
pepperwilliam,"Pepper, William",Person,Person,Unknown,Person Unknown
pepperwilliam18431898,"Pepper, William, 1843-1898",Person,Person,Unknown,Person Unknown
perchacinograciosofl15531601,"Perchacino, Gracioso, fl. 1553-1601",Person,Person,Unknown,Person Unknown
pereiraja,"Pereira, J. A.",Person,Person,Unknown,Person Unknown
perellafrancescod1939,"Perella, Francesco, d. 1939",Person,Person,Unknown,Person Unknown
perez,Perez,Person,Person,Unknown,Person Unknown
perrymarsdenjmarsdenjasiel18501935,"Perry, Marsden J. (Marsden Jasiel), 1850-1935",Person,Person,Unknown,Person Unknown
peruzzivirgil,"Peruzzi, Virgil",Person,Person,Unknown,Person Unknown
pestanajosécaetanodevasco,"Pestana, José Caetano de Vasco",Person,Person,Unknown,Person Unknown
petertheapostlesaint,"Peter, the Apostle, Saint",Person,Person,Unknown,Person Unknown
petersignaz18341913,"Peters, Ignaz, 1834-1913",Person,Person,Unknown,Person Unknown
petreedwardrobert17631809,"Petre, Edward Robert, 1763-1809",Person,Person,Unknown,Person Unknown
petriphilipodiactive14721482,"Petri, Philipo di, active 1472-1482",Person,Person,Unknown,Person Unknown
petroliniettore18841936,"Petrolini, Ettore, 1884-1936",Person,Person,Unknown,Person Unknown
petroniuslucas,"Petronius, Lucas",Person,Person,Unknown,Person Unknown
peutingerchristoph15111576,"Peutinger, Christoph, 1511-1576",Person,Person,Unknown,Person Unknown
peypusfriedrich14851534,"Peypus, Friedrich, 1485-1534",Person,Person,Unknown,Person Unknown
pfauhansheinrich15981673,"Pfau, Hans Heinrich, 1598-1673",Person,Person,Unknown,Person Unknown
pfauhansheinrich16421719,"Pfau, Hans Heinrich, 1642-1719",Person,Person,Unknown,Person Unknown
pfauheinrich,"Pfau, Heinrich",Person,Person,Unknown,Person Unknown
pfisterphilipp,"Pfister, Philipp",Person,Person,Unknown,Person Unknown
pharoeugenemorris18931945,"Pharo, Eugene Morris, 1893-1945",Person,Person,Unknown,Person Unknown
philesgeorgepgeorgephilip18281913,"Philes, George P. (George Philip), 1828-1913",Person,Person,Unknown,Person Unknown
philipiikingofspain15271598,"Philip II, King of Spain, 1527-1598",Person,Person,Unknown,Person Unknown
philippssohn,Philippssohn,,Person,Unknown,Person Unknown
philippussheffeylde,Philippus Sheffeylde,,Person,Unknown,Person Unknown
phillippsthomassir17921872,"Phillipps, Thomas, Sir, 1792-1872",Person,Person,Unknown,Person Unknown
phinneyhenryfrederick18161875,"Phinney, Henry Frederick, 1816-1875",Person,Person,Unknown,Person Unknown
piccolominimariabenignafrancisca16351701,"Piccolomini, Maria Benigna Francisca, 1635-1701",Person,Person,Unknown,Person Unknown
picotemile18441918,"Picot, Emile, 1844-1918",Person,Person,Unknown,Person Unknown
pieriluigifortunato,"Pieri, Luigi Fortunato",Person,Person,Unknown,Person Unknown
pierottibartholomeus,"Pierotti, Bartholomeus",Person,Person,Unknown,Person Unknown
pierre,Pierre,Person,Person,Unknown,Person Unknown
pietrodaluccad1522,"Pietro da Lucca, d. 1522",Person,Person,Unknown,Person Unknown
pingoneemanuelefilibertobaronedecusy15251582,"Pingone, Emanuele Filiberto, barone de Cusy, 1525-1582",Person,Person,Unknown,Person Unknown
piovenetomaso,"Piovene, Tomaso",Person,Person,Unknown,Person Unknown
pipparelligiovannigualberto,"Pipparelli, Giovanni Gualberto",Person,Person,Unknown,Person Unknown
pisanoitaly,"Pisano, Italy",Person,Person,Unknown,Person Unknown
piscatorbartholomaeuspetrusfl1605,"Piscator, Bartholomaeus Petrus, fl. 1605",Person,Person,Unknown,Person Unknown
plantijnschedrukkerij,Plantijnsche Drukkerij,,Person,Unknown,Person Unknown
plato,Plato,Person,Person,Unknown,Person Unknown
polaccogiorgiofl1644,"Polacco, Giorgio, fl 1644",Person,Person,Unknown,Person Unknown
pompeiusisaac,"Pompeius, Isaac",Person,Person,Unknown,Person Unknown
pontacarnaudde15991681,"Pontac, Arnaud de, 1599-1681",Person,Person,Unknown,Person Unknown
poorhenrywhenrywilliam18441915,"Poor, Henry W. (Henry William), 1844-1915",Person,Person,Unknown,Person Unknown
poorerichard18531930,"Poore, Richard, 1853-1930",Person,Person,Unknown,Person Unknown
popschitzwolfgangvon,"Popschitz, Wolfgang von",Person,Person,Unknown,Person Unknown
portagiambattistadella15351615,"Porta, Giambattista della, 1535?-1615",Person,Person,Unknown,Person Unknown
potterrichardmontgomerygilchrist,"Potter, Richard Montgomery Gilchrist",Person,Person,Unknown,Person Unknown
pottsedgarl,"Potts, Edgar L.",Person,Person,Unknown,Person Unknown
pottsedgarleroy,"Potts, Edgar Leroy",Person,Person,Unknown,Person Unknown
powel,Powel,Person,Person,Unknown,Person Unknown
powell,"Powel, L.",Person,Person,Unknown,Person Unknown
pratjejhjohannhinrich17101791,"Pratje, J. H. (Johann Hinrich), 1710-1791",Person,Person,Unknown,Person Unknown
pratjejhjohannhinrich17361789,"Pratje, J. H. (Johann Hinrich), 1736-1789",Person,Person,Unknown,Person Unknown
prattw,"Pratt, W.",Person,Person,Unknown,Person Unknown
pressmurielac,"Press, Muriel A. C.",Person,Person,Unknown,Person Unknown
prestonhowardwhowardwillisb1859,"Preston, Howard W. (Howard Willis), b. 1859",Person,Person,Unknown,Person Unknown
pricewarwickjames18701934,"Price, Warwick James, 1870-1934",Person,Person,Unknown,Person Unknown
prihauserdesultzpachmichael,"Prihauser de Sultzpach, Michael",Person,Person,Unknown,Person Unknown
prihausermichael,"Prihauser, Michael",Person,Person,Unknown,Person Unknown
primogeniasimone,"Primogenia, Simone",Person,Person,Unknown,Person Unknown
printerofthe1483vitaspatrum,Printer of the 1483 Vitas Patrum,,Person,Unknown,Person Unknown
procaccimarcod1843,"Procacci, Marco, d. 1843",Person,Person,Unknown,Person Unknown
profosiander,Prof. Osiander,,Person,Unknown,Person Unknown
prunierdesaintandréartus,"Prunier de Saint-André, Artus",Person,Person,Unknown,Person Unknown
