Normalized tag,Clean,Mitch's Category,Laura's Category,Model,Field
1630s,1630s,Date,Date,Unknown,Date Unknown
1640s,1640s,Date,Date,Unknown,Date Unknown
1650s,1650s,Date,Date,Unknown,Date Unknown
1660s,1660s,Date,Date,Unknown,Date Unknown
1670s,1670s,Date,Date,Unknown,Date Unknown
1680s,1680s,Date,Date,Unknown,Date Unknown
1690s,1690s,Date,Date,Unknown,Date Unknown
1700s,1700s,Date,Date,Unknown,Date Unknown
1710s,1710s,Date,Date,Unknown,Date Unknown
1720s,1720s,Date,Date,Unknown,Date Unknown
1730s,1730s,Date,Date,Unknown,Date Unknown
1740s,1740s,Date,Date,Unknown,Date Unknown
1750s,1750s,Date,Date,Unknown,Date Unknown
1760s,1760s,Date,Date,Unknown,Date Unknown
1770s,1770s,Date,Date,Unknown,Date Unknown
1780s,1780s,Date,Date,Unknown,Date Unknown
1790s,1790s,Date,Date,Unknown,Date Unknown
1800s,1800s,Date,Date,Unknown,Date Unknown
1810s,1810s,Date,Date,Unknown,Date Unknown
1820s,1820s,Date,Date,Unknown,Date Unknown
1830s,1830s,Date,Date,Unknown,Date Unknown
1840s,1840s,Date,Date,Unknown,Date Unknown
1850s,1850s,Date,Date,Unknown,Date Unknown
1860s,1860s,Date,Date,Unknown,Date Unknown
18671900,1867-1900,Date,Date,Unknown,Date Unknown
1870s,1870s,Date,Date,Unknown,Date Unknown
1880s,1880s,Date,Date,Unknown,Date Unknown
1890s,1890s,Date,Date,Unknown,Date Unknown
1900s,1900s,Date,Date,Unknown,Date Unknown
1910s,1910s,Date,Date,Unknown,Date Unknown
1920s,1920s,Date,Date,Unknown,Date Unknown
1930s,1930s,Date,Date,Unknown,Date Unknown
1940s,1940s,Date,Date,Unknown,Date Unknown
1950s,1950s,Date,Date,Unknown,Date Unknown
1970s,1970s,Date,Date,Unknown,Date Unknown
1510s,[1510s],Date,Date,Unknown,Date Unknown
1519,[1519],Date,Date,Unknown,Date Unknown
1570s,[1570s],Date,Date,Unknown,Date Unknown
1578,[1578],Date,Date,Unknown,Date Unknown
1820,[1820],Date,Date,Unknown,Date Unknown
1820s,[1820s],Date,Date,Unknown,Date Unknown
dolphins,Dolphins,,Type Provenance,Unknown,Description Animal
alligators,Alligators,Animal,Animal,Unknown,Description Animal
ants,Ants,Animal,Animal,Unknown,Description Animal
apollo,Apollo,Animal,Animal,Unknown,Description Animal
asps,Asps,Animal,Animal,Unknown,Description Animal
basilisks,Basilisks,Animal,Animal,Unknown,Description Animal
bats,Bats,Animal,Animal,Unknown,Description Animal
bears,Bears,Animal,Animal,Unknown,Description Animal
beavers,Beavers,,Animal,Unknown,Description Animal
bees,Bees,Animal,Animal,Unknown,Description Animal
birds,Birds,Animal,Animal,Unknown,Description Animal
boar,Boar,Animal,Animal,Unknown,Description Animal
boars,Boars,Animal,Animal,Unknown,Description Animal
bulls,Bulls,Animal,Animal,Unknown,Description Animal
butterflies,Butterflies,Animal,Animal,Unknown,Description Animal
camels,Camels,Animal,Animal,Unknown,Description Animal
cats,Cats,Animal,Animal,Unknown,Description Animal
cattle,Cattle,Animal,Animal,Unknown,Description Animal
centaurs,Centaurs,Animal,Animal,Unknown,Description Animal
chickens,Chickens,Animal,Animal,Unknown,Description Animal
cicadas,Cicadas,Animal,Animal,Unknown,Description Animal
cocks,Cocks,Animal,Animal,Unknown,Description Animal
cows,Cows,Animal,Animal,Unknown,Description Animal
crabs,Crabs,Animal,Animal,Unknown,Description Animal
cranes,Cranes,Animal,Animal,Unknown,Description Animal
crayfish,Crayfish,Animal,Animal,Unknown,Description Animal
crickets,Crickets,Animal,Animal,Unknown,Description Animal
crocodiles,Crocodiles,Animal,Animal,Unknown,Description Animal
crows,Crows,Animal,Animal,Unknown,Description Animal
deer,Deer,Animal,Animal,Unknown,Description Animal
diuusclarigradus,Diuus clari gradus,,Animal,Unknown,Description Animal
dogs,Dogs,Animal,Animal,Unknown,Description Animal
donkeys,Donkeys,Animal,Animal,Unknown,Description Animal
doves,Doves,Animal,Animal,Unknown,Description Animal
dragons,Dragons,Animal,Animal,Unknown,Description Animal
eagles,Eagles,Animal,Animal,Unknown,Description Animal
elephants,Elephants,Animal,Animal,Unknown,Description Animal
falcons,Falcons,Animal,Animal,Unknown,Description Animal
fish,Fish,Animal,Animal,Unknown,Description Animal
flies,Flies,Animal,Animal,Unknown,Description Animal
foxes,Foxes,Animal,Animal,Unknown,Description Animal
frogs,Frogs,Animal,Animal,Unknown,Description Animal
geese,Geese,Animal,Animal,Unknown,Description Animal
goats,Goats,Animal,Animal,Unknown,Description Animal
grasshoppers,Grasshoppers,,Animal,Unknown,Description Animal
griffons,Griffons,,Animal,Unknown,Description Animal
hares,Hares,Animal,Animal,Unknown,Description Animal
hawks,Hawks,Animal,Animal,Unknown,Description Animal
horses,Horses,Animal,Animal,Unknown,Description Animal
hummingbirds,Hummingbirds,,Animal,Unknown,Description Animal
hydra,Hydra,Animal,Animal,Unknown,Description Animal
hyenas,Hyenas,Animal,Animal,Unknown,Description Animal
insects,Insects,Animal,Animal,Unknown,Description Animal
lamb,Lamb,Animal,Animal,Unknown,Description Animal
lambs,Lambs,Animal,Animal,Unknown,Description Animal
leopards,Leopards,Animal,Animal,Unknown,Description Animal
lions,Lions,Animal,Animal,Unknown,Description Animal
lobsters,Lobsters,Animal,Animal,Unknown,Description Animal
mice,Mice,Animal,Animal,Unknown,Description Animal
moles,Moles,Animal,Animal,Unknown,Description Animal
monkeys,Monkeys,,Animal,Unknown,Description Animal
ostriches,Ostriches,Animal,Animal,Unknown,Description Animal
owls,Owls,Animal,Animal,Unknown,Description Animal
panthers,Panthers,,Animal,Unknown,Description Animal
partridges,Partridges,,Animal,Unknown,Description Animal
peacocks,Peacocks,Animal,Animal,Unknown,Description Animal
pelicans,Pelicans,Animal,Animal,Unknown,Description Animal
phoenixes,Phoenixes,,Animal,Unknown,Description Animal
pigs,Pigs,Animal,Animal,Unknown,Description Animal
rabbits,Rabbits,,Animal,Unknown,Description Animal
roosters,Roosters,Animal,Animal,Unknown,Description Animal
salamaders,Salamaders,Animal,Animal,Unknown,Description Animal
salamanders,Salamanders,Animal,Animal,Unknown,Description Animal
scorpions,Scorpions,,Animal,Unknown,Description Animal
sevenheadedbeast,Seven-headed beast,,Animal,Unknown,Description Animal
sheep,Sheep,Animal,Animal,Unknown,Description Animal
snails,Snails,Animal,Animal,Unknown,Description Animal
snakes,Snakes,Animal,Animal,Unknown,Description Animal
sphinxes,Sphinxes,Animal,Animal,Unknown,Description Animal
spiders,Spiders,Animal,Animal,Unknown,Description Animal
squirrels,Squirrels,Animal,Animal,Unknown,Description Animal
stags,Stags,Animal,Animal,Unknown,Description Animal
storks,Storks,Animal,Animal,Unknown,Description Animal
swans,Swans,Animal,Animal,Unknown,Description Animal
tigers,Tigers,Animal,Animal,Unknown,Description Animal
toads,Toads,Animal,Animal,Unknown,Description Animal
tools,Tools,Animal,Animal,Unknown,Description Animal
tortoises,Tortoises,Animal,Animal,Unknown,Description Animal
turtledoves,Turtledoves,Animal,Animal,Unknown,Description Animal
turtles,Turtles,Animal,Animal,Unknown,Description Animal
unicorns,Unicorns,,Animal,Unknown,Description Animal
vipers,Vipers,Animal,Animal,Unknown,Description Animal
vultures,Vultures,,Animal,Unknown,Description Animal
wolves,Wolves,Animal,Animal,Unknown,Description Animal
apostles,Apostles,,,Unknown,Description Misc
carthageextinctcity,Carthage (Extinct city),,,Unknown,Description Misc
fools,Fools,,,Unknown,Description Misc
furiesromanmythology,Furies (Roman mythology),,,Unknown,Description Misc
ganesh,Ganesh,,,Unknown,Description Misc
giraffes,Giraffes,,,Unknown,Description Misc
griffins,Griffins,Animal,,Unknown,Description Misc
hadesgreekdeity,Hades (Greek deity),,,Unknown,Description Misc
holyspirit,Holy Spirit,,,Unknown,Description Misc
horse,horse,,,Unknown,Description Misc
jessetrees,Jesse trees,,,Unknown,Description Misc
musesgreekdeities,Muses (Greek deities),,,Unknown,Description Misc
octopuses,Octopuses,,,Unknown,Description Misc
pegasusgreekmythology,Pegasus (Greek mythology),,,Unknown,Description Misc
riccardussimon,"Riccardus, Simon",,,Unknown,Description Misc
satyr,Satyr,,,Unknown,Description Misc
siege,siege,,,Unknown,Description Misc
spartaextinctcity,Sparta (Extinct city),,,Unknown,Description Misc
spearman,Spearman,,,Unknown,Description Misc
thirtyyearswar16181648,"Thirty Years' War, 1618-1648",,,Unknown,Description Misc
trojanwar,Trojan War,,,Unknown,Description Misc
troyextinctcity,Troy (Extinct city),,,Unknown,Description Misc
turks,Turks,,,Unknown,Description Misc
wivesofthecimbrians,Wives of the Cimbrians,,,Unknown,Description Misc
wivesoftheminyans,Wives of the Minyans,,,Unknown,Description Misc
capricornastrology,Capricorn (Astrology),,,Unknown,Description Misc
popes,Popes,Type,Type,Unknown,Description Misc
remus,Remus,Type,Type,Unknown,Description Misc
rosary,Rosary,Type,Type,Unknown,Description Misc
skulls,Skulls,Type,Type,Unknown,Description Misc
abelbiblicalfigure,Abel (Biblical figure),,,Unknown,Description Person
abrahambiblicalpatriarch,Abraham (Biblical patriarch),,,Unknown,Description Person
absyrtis,Absyrtis,,,Unknown,Description Person
achillesgreekmythology,Achilles (Greek mythology),,,Unknown,Description Person
adambiblicalfigure,Adam (Biblical figure),,,Unknown,Description Person
aemiliapaulla,Aemilia Paulla,,,Unknown,Description Person
aemiliatertia,Aemilia Tertia,,,Unknown,Description Person
aeneis,Aeneis,,,Unknown,Description Person
agamemnongreekmythology,Agamemnon (Greek mythology),,,Unknown,Description Person
agesofman,Ages of Man,,,Unknown,Description Person
agricolastephan14911547,"Agricola, Stephan, 1491-1547",,,Unknown,Description Person
amalthea,Amalthea,,,Unknown,Description Person
americanantiquariansociety,American Antiquarian Society,,,Unknown,Description Person
anthonyofegyptsaintca250355or6,"Anthony, of Egypt, Saint, ca. 250-355 or 6",,,Unknown,Description Person
antoninuspiusemperorofrome86161,"Antoninus Pius, Emperor of Rome, 86-161",,,Unknown,Description Person
antoninussaintarchbishopofflorence13891459,"Antoninus, Saint, Archbishop of Florence, 1389-1459",,,Unknown,Description Person
arachnegreekmythology,Arachne (Greek mythology),,,Unknown,Description Person
argia,Argia,,,Unknown,Description Person
argosgreekmythology,Argos (Greek mythology),,,Unknown,Description Person
arion,Arion,,,Unknown,Description Person
artemisgreekdeity,Artemis (Greek deity),,,Unknown,Description Person
ascaniuslegendarycharacter,Ascanius (Legendary character),,,Unknown,Description Person
asklepiosgreekdeity,Asklepios (Greek deity),,,Unknown,Description Person
athenagreekdeity,Athena (Greek deity),,,Unknown,Description Person
aureliacotta12054bc,"Aurelia Cotta, 120-54 B.C.",,,Unknown,Description Person
balaambiblicalfigure,Balaam (Biblical figure),,,Unknown,Description Person
bellerophongreekmythology,Bellerophon (Greek mythology),,,Unknown,Description Person
bereniceofcappadocia,Berenice of Cappadocia,,,Unknown,Description Person
bernardofclairvauxsaint1090or911153,"Bernard, of Clairvaux, Saint, 1090 or 91-1153",,,Unknown,Description Person
brunosaintapproximately10301101,"Bruno, Saint, approximately 1030-1101",,,Unknown,Description Person
brunosaintarchbishopofcologne925965,"Bruno, Saint, Archbishop of Cologne, 925?-965",,,Unknown,Description Person
brutusmarcusjunius8542bc,"Brutus, Marcus Junius, 85?-42 B.C.",,,Unknown,Description Person
cainbiblicalfigure,Cain (Biblical figure),,,Unknown,Description Person
calpurniab75bc,"Calpurnia, b. 75 B.C.",,,Unknown,Description Person
camillaromanmythology,Camilla (Roman mythology),,,Unknown,Description Person
caracallaemperorofrome188217,"Caracalla, Emperor of Rome, 188-217",,,Unknown,Description Person
carmenta,Carmenta,,,Unknown,Description Person
cassandralegendarycharacter,Cassandra (Legendary character),,,Unknown,Description Person
cassiuslonginusgaiusfl5442bc,"Cassius Longinus, Gaius, fl. 54-42 B.C.",,,Unknown,Description Person
cephalusgreekmythology,Cephalus (Greek mythology),,,Unknown,Description Person
ceresromandeity,Ceres (Roman deity),,,Unknown,Description Person
charlemagneemperor742814,"Charlemagne, Emperor, 742-814",,,Unknown,Description Person
charongreekmythology,Charon (Greek mythology),,,Unknown,Description Person
circegreekmythology,Circe (Greek mythology),,,Unknown,Description Person
claudiusemperorofrome10bc54ad,"Claudius, Emperor of Rome, 10 B.C.-54 A.D.",,,Unknown,Description Person
cloelia6thcentbc,"Cloelia, 6th cent. B.C.",,,Unknown,Description Person
clytemnestragreekmythology,Clytemnestra (Greek mythology),,,Unknown,Description Person
corneliacinna9469or68bc,"Cornelia Cinna, 94-69 or 68 B.C.",,,Unknown,Description Person
crispinsaintdca287,"Crispin, Saint, d. ca. 287",,,Unknown,Description Person
crispiniansaintdca287,"Crispinian, Saint, d. ca. 287",,,Unknown,Description Person
cumaeansibyl,Cumaean sibyl,,,Unknown,Description Person
cunegundaempressconsortofhenryiiholyromanemperor1033,"Cunegunda, Empress, consort of Henry II, Holy Roman Emperor, -1033",,,Unknown,Description Person
cupidromandeity,Cupid (Roman deity),,,Unknown,Description Person
cyruskingofpersiad529bc,"Cyrus, King of Persia, d. 529 B.C.",,,Unknown,Description Person
danaïdes,Danaïdes,,,Unknown,Description Person
deianiragreekmythology,Deianira (Greek mythology),,,Unknown,Description Person
democritusca460ca370bc,"Democritus, ca. 460-ca. 370 B.C.",,,Unknown,Description Person
didolegendarycharacter,Dido (Legendary character),,,Unknown,Description Person
dionysusgreekdeity,Dionysus (Greek deity),,,Unknown,Description Person
dorothysaintd311,"Dorothy, Saint, d. 311",,,Unknown,Description Person
elizabethmotherofjohnthebaptistsaint,"Elizabeth (M of John the Baptist), Saint",,,Unknown,Description Person
epicharis,Epicharis,,,Unknown,Description Person
erinyesgreekmythology,Erinyes (Greek mythology),,,Unknown,Description Person
erythraeansibyl,Erythraean sibyl,,,Unknown,Description Person
europagreekmythology,Europa (Greek mythology),,,Unknown,Description Person
evebiblicalfigure,Eve (Biblical figure),,,Unknown,Description Person
faustinaanniagaleriaempressconsortofantoninuspiusemperorofrome104140or41,"Faustina, Annia Galeria, Empress, consort of Antoninus Pius, Emperor of Rome, 104-140 or 41",Person,,Unknown,Description Person
frederickiholyromanemperorca11231190,"Frederick I, Holy Roman Emperor, ca. 1123-1190",,,Unknown,Description Person
frederickiiholyromanemperor11941250,"Frederick II, Holy Roman Emperor, 1194-1250",Person,,Unknown,Description Person
frederickiiielectorofsaxony14631525,"Frederick III, Elector of Saxony, 1463-1525",Person,,Unknown,Description Person
frederickiiiholyromanemperor14151493,"Frederick III, Holy Roman Emperor, 1415-1493",Person,,Unknown,Description Person
giovannigualbertosaintca10001073,"Giovanni Gualberto, Saint, ca. 1000-1073",,,Unknown,Description Person
hectorlegendarycharacter,Hector (Legendary character),,,Unknown,Description Person
hecubalegendarycharacter,Hecuba (Legendary character),,,Unknown,Description Person
helenoftroygreekmythology,Helen of Troy (Greek mythology),,,Unknown,Description Person
henryviholyromanemperor11651197,"Henry VI, Holy Roman Emperor, 1165-1197",Person,,Unknown,Description Person
heraclesgreekmythology,Heracles (Greek mythology),,,Unknown,Description Person
herculesromanmythology,Hercules (Roman mythology),,,Unknown,Description Person
hughofgrenoblesaint10531132,"Hugh, of Grenoble, Saint, 1053-1132",,,Unknown,Description Person
hughoflincolnsaint11401200,"Hugh, of Lincoln, Saint, 1140-1200",,,Unknown,Description Person
hypermnestragreekmythology,Hypermnestra (Greek mythology),,,Unknown,Description Person
hypsipylegreekmythology,Hypsipyle (Greek mythology),,,Unknown,Description Person
iogreekmythology,Io (Greek mythology),,,Unknown,Description Person
iolegreekmythology,Iole (Greek mythology),,,Unknown,Description Person
ireneempressoftheeast752803,"Irene, Empress of the East, 752?-803",,,Unknown,Description Person
isaacbiblicalpatriarch,Isaac (Biblical patriarch),,,Unknown,Description Person
jacobbiblicalpatriarch,Jacob (Biblical patriarch),,,Unknown,Description Person
jamesthegreatersaint,"James, the Greater, Saint",,,Unknown,Description Person
jasongreekmythology,Jason (Greek mythology),,,Unknown,Description Person
joanlegendarypope,Joan (Legendary Pope),,,Unknown,Description Person
jocastagreekmythology,Jocasta (Greek mythology),,,Unknown,Description Person
josephsaint,"Joseph, Saint",,,Unknown,Description Person
judasiscariot,Judas Iscariot,,,Unknown,Description Person
juliacaesaris83or8254bc,"Julia Caesaris, 83 or 82-54 B.C.",,,Unknown,Description Person
juliadrusilla1638,"Julia Drusilla, 16-38",,,Unknown,Description Person
junoromandeity,Juno (Roman deity),,,Unknown,Description Person
jupiterromandeity,Jupiter (Roman deity),,,Unknown,Description Person
lucan3965,"Lucan, 39-65",,,Unknown,Description Person
maccabees,Maccabees,,,Unknown,Description Person
marsromandeity,Mars (Roman deity),,,Unknown,Description Person
marymagdalenesaint,"Mary Magdalene, Saint",,,Unknown,Description Person
maternussaint,"Maternus, Saint",,,Unknown,Description Person
maurussaintapproximately510584,"Maurus, Saint, approximately 510-584",,,Unknown,Description Person
maximilianiholyromanemperor14591519,"Maximilian I, Holy Roman Emperor, 1459-1519",,,Unknown,Description Person
medusagreekmythology,Medusa (Greek mythology),,,Unknown,Description Person
mercuryromandeity,Mercury (Roman deity),,,Unknown,Description Person
naborsaint,"Nabor, Saint",,,Unknown,Description Person
nemesisgreekdeity,Nemesis (Greek deity),,,Unknown,Description Person
neoptolemusgreekmythology,Neoptolemus (Greek mythology),,,Unknown,Description Person
neptuneromandeity,Neptune (Roman deity),,,Unknown,Description Person
neroemperorofrome3768,"Nero, Emperor of Rome, 37-68",,,Unknown,Description Person
nessusgreekmythology,Nessus (Greek mythology),,,Unknown,Description Person
niobegreekmythology,Niobe (Greek mythology),,,Unknown,Description Person
odysseusgreekmythology,Odysseus (Greek mythology),,,Unknown,Description Person
oedipusgreekmythology,Oedipus (Greek mythology),,,Unknown,Description Person
opsromandeity,Ops (Roman deity),,,Unknown,Description Person
orestesgreekmythology,Orestes (Greek mythology),,,Unknown,Description Person
oriongreekmythology,Orion (Greek mythology),,,Unknown,Description Person
parislegendarycharacter,Paris (Legendary character),,,Unknown,Description Person
paulecatherine,"Paule, Catherine",,,Unknown,Description Person
penelopegreekmythology,Penelope (Greek mythology),,,Unknown,Description Person
penthesileagreekmythology,Penthesilea (Greek mythology),,,Unknown,Description Person
perseusgreekmythology,Perseus (Greek mythology),,,Unknown,Description Person
polyneicesgreekmythology,Polyneices (Greek mythology),,,Unknown,Description Person
polyxenagreekmythology,Polyxena (Greek mythology),,,Unknown,Description Person
pompeythegreat10648bc,"Pompey, the Great, 106-48 B.C.",,,Unknown,Description Person
poppaeasabinaempressconsortofneroemperorofromed65,"Poppaea Sabina, Empress, consort of Nero, Emperor of Rome, d. 65",,,Unknown,Description Person
priamgreekmythology,Priam (Greek mythology),,,Unknown,Description Person
procrisgreekmythology,Procris (Greek mythology),,,Unknown,Description Person
pyramuslegendarycharacter,Pyramus (Legendary character),,,Unknown,Description Person
queenofsheba,Queen of Sheba,,,Unknown,Description Person
remustwinofromuluskingofrome,"Remus (Twin of Romulus, King of Rome)",,,Unknown,Description Person
sallust8634bc,"Sallust, 86-34 B.C.",,,Unknown,Description Person
salomebiblicalfigure,Salome (Biblical figure),,,Unknown,Description Person
samsonbiblicaljudge,Samson (Biblical judge),,,Unknown,Description Person
samuelbiblicaljudge,Samuel (Biblical judge),,,Unknown,Description Person
sanktklara,Sankt Klara,,,Unknown,Description Person
sappho,Sappho,,,Unknown,Description Person
saturnromandeity,Saturn (Roman deity),,,Unknown,Description Person
serviustulliuskingofromefl578534bc,"Servius Tullius, King of Rome, fl. 578-534 B.C.",,,Unknown,Description Person
severusluciusseptimiusemperorofrome146211,"Severus, Lucius Septimius, Emperor of Rome, 146-211",,,Unknown,Description Person
solomonkingofisrael,"Solomon, King of Israel",,,Unknown,Description Person
stephensaintdca36,"Stephen, Saint, d. ca. 36",,,Unknown,Description Person
tarquiniussuperbusluciuskingofromefl534510bc,"Tarquinius Superbus, Lucius, King of Rome, fl. 534-510 B.C.",,,Unknown,Description Person
tarquiniussextus,"Tarquinius, Sextus",,,Unknown,Description Person
theseusgreekmythology,Theseus (Greek mythology),,,Unknown,Description Person
thisbelegendarycharacter,Thisbe (Legendary character),,,Unknown,Description Person
tiberiusemperorofrome42bc37ad,"Tiberius, Emperor of Rome, 42 B.C.-37 A.D.",,,Unknown,Description Person
uraniagreekdeity,Urania (Greek deity),,,Unknown,Description Person
ursulasaint,"Ursula, Saint",,,Unknown,Description Person
venusromandeity,Venus (Roman deity),,,Unknown,Description Person
volumnialegendarycharacter,Volumnia (Legendary character),,,Unknown,Description Person
vulcanromandeity,Vulcan (Roman deity),,,Unknown,Description Person
estefamily,Este family,,,Unknown,Family
görtzwrisbergfamily,Görtz-Wrisberg family,,,Unknown,Family
montefeltrofamily,Montefeltro family,,,Unknown,Family
rosalesfamily,Rosales family,,,Unknown,Family
trotterfamily,Trotter family,,,Unknown,Family
wittelsbachhouseof,"Wittelsbach, House of",,,Unknown,Family
abecedarium,Abecedarium,Type,Type,Unknown,Book Attribute
censorship,Censorship,Type,Type Book Dissemination,Unknown,Book Attribute
accademiaclementina,Accademia clementina,,,Unknown,Organization
accademiadeifisiocriticiinsiena,Accademia dei fisiocritici in Siena,,,Unknown,Organization
accademianazionaledeilincei,Accademia nazionale dei Lincei,,,Unknown,Organization
akademiebamberg,Akademie (Bamberg),,,Unknown,Organization
ambrosiniraimondo,"Ambrosini, Raimondo",,,Unknown,Organization
bauzonnettrautzfirm,Bauzonnet-Trautz (Firm),,,Unknown,Organization
beatamariavallisscholarium,Beata Maria Vallis Scholarium,,,Unknown,Organization
beatamariavallisscholariumverbiesles,Beata Maria Vallis Scholarium (Verbiesles),,,Unknown,Organization
beckfordlibrary,Beckford Library,,,Unknown,Organization
benediktinerabteikempten,Benediktiner-Abtei Kempten,,,Unknown,Organization
benediktinerabteiirsee,Benediktinerabtei Irsee,,,Unknown,Organization
hfikentscherfirm,H. Fikentscher (Firm),Entity,,Unknown,Organization
hpkrausfirm,H.P. Kraus (Firm),Entity,,Unknown,Organization
harvardcollegelibrary,Harvard College. Library,,,Unknown,Organization
haverfordcollegelibrary,Haverford College. Library,,,Unknown,Organization
hebrewunioncollegejewishinstituteofreligionlibrary,Hebrew Union College-Jewish Institute of Religion. Library,,,Unknown,Organization
henryyoungsons,Henry Young & Sons,,,Unknown,Organization
hertfordcollegeuniversityofoxford,Hertford College (University of Oxford),,,Unknown,Organization
immacolataconcezioneasefremnuovo,Immacolata Concezione a S. Efrem Nuovo,,,Unknown,Organization
jlbeijersfirm,J.L. Beijers (Firm),Entity,,Unknown,Organization
jeanmaisonneuvefils,Jean Maisonneuve & Fils,,,Unknown,Organization
jesuitenkollegaugsburg,Jesuitenkolleg Augsburg,,,Unknown,Organization
johnshopkinsuniversitypeabodyinstitutelibrary,Johns Hopkins University. Peabody Institute. Library,,,Unknown,Organization
kapuzinerbibliothekvonfrauenfeld,Kapuzinerbibliothek von Frauenfeld,,,Unknown,Organization
kapuzinerkloster,Kapuzinerkloster,,,Unknown,Organization
kglhofundstaatsbibliothekinmünchen‏,Kgl. Hof- und Staatsbibliothek in München‏,,,Unknown,Organization
kyrissworkshopno83,Kyriss workshop no. 83,,,Unknown,Organization
königlicheöffentlichebibliothekzuhannover,Königliche Öffentliche Bibliothek zu Hannover,,,Unknown,Organization
königlichesundgroeningschesgymnasium,Königliches und Groening'sches Gymnasium,,,Unknown,Organization
landesbibliothekgotha,Landesbibliothek Gotha,,,Unknown,Organization
lippertsauctionssortimentscommissionsundantiquargeschäft,"Lippert's Auctions- , Sortiments- , Commissions- und Antiquargeschäft",,,Unknown,Organization
lippertschebuchhandlung,Lippert'sche Buchhandlung,,,Unknown,Organization
lippertschebuchhandlunginhalleas,Lippertsche Buchhandlung in Halle a. S.,,,Unknown,Organization
lippertschebuchhandlungundhalleschesantiquariat,Lippertsche Buchhandlung und Hallesches Antiquariat,,,Unknown,Organization
loescherseber,Loescher & Seber,,,Unknown,Organization
loescherseeber,Loescher & Seeber,,,Unknown,Organization
lutherstadtwittenberggermany,Lutherstadt Wittenberg (Germany),,,Unknown,Organization
maggsbros,Maggs Bros.,,,Unknown,Organization
meyersco,Meyers & Co.,,,Unknown,Organization
minimsreligiousorder,Minims (Religious order),,,Unknown,Organization
olivetans,Olivetans,,,Unknown,Organization
ordredesaintmichel,Ordre de Saint-Michel,,,Unknown,Organization
ordredusaintesprit,Ordre du Saint-Esprit,,,Unknown,Organization
palatinateelectorate,Palatinate (Electorate),,,Unknown,Organization
pedonelaurielco,Pedone-Lauriel & Co.,,,Unknown,Organization
poorclares,Poor Clares,,,Unknown,Organization
ratcliffecollege,Ratcliffe College,,,Unknown,Organization
regiumcatalaunensecollegium,Regium Catalaunense Collegium,,,Unknown,Organization
saxonyelectorate,Saxony (Electorate),,,Unknown,Organization
scholaaltenburgensis,Schola Altenburgensis,,,Unknown,Organization
scuoladicaritàdelssrosario,Scuola di Carità del SS. Rosario,,,Unknown,Organization
seminary,seminary,,,Unknown,Organization
sigillumministrigeneralisfratrumminorumtsanctifranciscicappucinorum,Sigillum ministri generalis fratrum Minorumt Sancti Francisci Cappucinorum,,,Unknown,Organization
smithcw,"Smith, C.W.",,,Unknown,Organization
societyofsaintedmund,Society of Saint Edmund,,,Unknown,Organization
sothebysfirm,Sotheby's (Firm),,,Unknown,Organization
stiftherzogenburg,Stift Herzogenburg,,,Unknown,Organization
stikemanco,Stikeman & Co.,,,Unknown,Organization
stoakleyson,Stoakley & Son,,,Unknown,Organization
stonyhurstcollege,Stonyhurst College,,,Unknown,Organization
tpayneandson,T. Payne and Son,,,Unknown,Organization
teutonicknights,Teutonic Knights,,,Unknown,Organization
thomasbakerfirm,Thomas Baker (Firm),,,Unknown,Organization
universitätrostock,Universität Rostock,,,Unknown,Organization
beverleyenglanddiocese,Beverley (England : Diocese),Hybrid,Hybrid,Unknown,Organization
bibliotecadeippserviti,Biblioteca dei PP. Serviti,,,Unknown,Organization
bibliotecadelconvdellaquerciidepredicatori,Biblioteca del Conv. della Quercii de Predicatori,,,Unknown,Organization
bibliotecadelconventodesanfranciscodemurcia,Biblioteca del Convento de San Francisco de Murcia,,,Unknown,Organization
bibliotecamalvezzimedici,Biblioteca Malvezzi-Medici,,,Unknown,Organization
bibliotecaterzi,Biblioteca Terzi,,,Unknown,Organization
bibliothecakircheriana,Bibliotheca Kircheriana,,,Unknown,Organization
bibliothecauniversitatisienensis,Bibliotheca Universitatis Ienensis,Hybrid,Hybrid,Unknown,Organization
bibliothecauniversitatislovaniensis,Bibliotheca Universitatis Lovaniensis,,,Unknown,Organization
bibliothecaviennensi,Bibliotheca Viennensi,,,Unknown,Organization
bibliothecaepagni,Bibliothecae Pagni,,,Unknown,Organization
bibliothekderschlesierburse,Bibliothek der Schlesierburse,,,Unknown,Organization
bibliothekdesgrafenvonharrach,Bibliothek des Grafen von Harrach,,,Unknown,Organization
colegiodesanjerónimo,Colegio de San Jerónimo,,,Unknown,Organization
collegiumsnicolai,Collegium S. Nicolai,,,Unknown,Organization
eremodicamaldolibiblioteca,Eremo di Camaldoli. Biblioteca,,,Unknown,Organization
friedenskirches̀widnicapoland,"Friedenskirche (S̀widnica, Poland)",Hybrid,Hybrid,Unknown,Organization
gestechertco,G.E. Stechert & Co.,Entity,,Unknown,Organization
gpphilesandco,G.P. Philes and Co.,Entity,,Unknown,Organization
gpputnam’ssons,G.P. Putnam’s Sons,Entity,,Unknown,Organization
gabrielegiolitodeferrarifratelli,Gabriele Giolito de Ferrari & fratelli,,,Unknown,Organization
giesco,Gies & Co.,,,Unknown,Organization
giovannibattistasessafratelli,Giovanni Battista Sessa & fratelli,,,Unknown,Organization
grandseminairedeversailles,Grand Seminaire de Versailles,,,Unknown,Organization
