Clean,Mitch's Category
Sigillum ministri generalis fratrum Minorumt Sancti Francisci Cappucinorum,
Sigmaringen (Germany),
Signed bindings,
"Sigourney, L. H. (Lydia Howard), 1791-1865",Person
"Silas Bronson Library (Waterbury, Conn.)",
"Silberborner, H.",Person
"Silberborner, J.",Person
Silesia (Czech Republic),
"Siliprandus, Dominicus",
Silvaritia,
Silver bindings,
Silvester à Leonissa,
"Silvestris, Eroli de",
"Silvetti, Raimondo",Person
Silvius,
Simier,Person
"Simier, Alphonse, 1796-1859",Person
"Simier, relieur du Roi",Person
"Simier, René, 1772-1843",Person
Simms,
Simon,
Simon de Colines,
"Simon, André Louis, 1877-1970",Person
"Simon, Franciscus",
"Simon, Richard, 1638-1712",
Simone Primogenia,
"Simone, C.",
"Simone, Gennaro Antonio de, 1714-1780",Person
"Simoneta, Joannes Maria, active 1482-1552",
"Simplicius, of Cilicia",
Simpson,
"Simpson, A. C.",
Sinclair,
"Singe, Jakob, fl. 1585-1638",
"Singer, Samuel Weller, 1783-1858",
"Singriener, Johann, d. 1545",
Sion (Switzerland),
Sirens,
"Sitgreaves, Samuel, 1764-1827",
"Sivos, Giovanni Carlo",
"Six de Vromade, Jan Willem, 1874-1936",Person
"Six van Vromade, Jan Willem",Person
"Six van Vromade, Jan Willem, 1874-1936",Person
"Sixtus IV, Pope, 1414-1484",
"Sixtus V, Pope, 1520-1590",Person
Sketches,
"Skiff, Frederick W., 1868-1947",Person
"Skinner, James, 1818-1881",Person
Skulls,Type
"Slingsby, William, Sir, 1562?-1634",
Sloane Book Shop,
"Smalandius, Nicolaus Johannis, 1530-1610",Person
"Smith, A. H. (Arthur Hamilton), 1860-1941",Person
"Smith, Bartholomew Deeke, d. 1828",
"Smith, C.W.",
"Smith, Charles Hamilton",Person
"Smith, Elder, and Co.",
"Smith, George D. (George Dallas), 1870-1920",
"Smith, Harry Bache, 1860-1936",Person
"Smith, Hunter, J.",
"Smith, John Spencer, 1769-1845",
"Smith, M. Morton",Person
"Smith, Thomas",
"Smith, William",Person
"Smith, William, 1727-1803",Person
"Smith-Masters, J. E.",Person
"Smith-Masters, J. E. (John Ernest)",Person
"Smyth, J. F. H.",Person
Snails,Animal
Snakes,Animal
"Snead, Jhon",
"Snead, Peter",
"Soaper, George",
"Soccini, Bartolommeo, 1436-1507",
Societatis Jesu Halae,
Société Franklin,
Société Franklin pour la propagation des bibliothèques populaires et des bibliothèques de l'armée (Paris),Hybrid
Societé Girondine des Bibliothèques de l'armee sous le patronage de la Société Franklin,
Societé Girondine des Bibliothèques de l'armée sous le patronage de la Société Franklin,
Society of Saint Edmund,
Socrates,
"Soffia, Francesco",Person
Solbad Hall in Tirol (Austria),
"Solomon, King of Israel",
Solothurn (Switzerland : Canton),Place
"Somasco, Giovanni Battista, -approximately 1592",
"Soneino, Johannes(?) de",
"Sonzogni, Giovanni",
"Sonzogni, Giovanni Pietro",
"Sonzogni, Parentelli",
"Sonzonius, Ioannis Petrus",
"Sophonisba, d. 203 B.C.",
"Soragna, Raimondo Melilupi, 1842-1891‏",
"Soranzo, Giacomo, 1686-1751",
"Soranzo, Giacomo, 1686-1761",Person
"Soranzo, Jacopo, 1686-1761",Person
"Soranzo, Jacopo, 1686-1781",Person
"Soretta, F.",
"Sorg, Anton, 15th cent.",
"Soriano, Josef Maria",Person
"Sormanus, Johannes Baptista, fl. 1619-1635",
"Sotheby, Charles William Hamilton, 1820-1871",Person
Sotheby's (Firm),
"Soubise, Charles de Rohan, prince de, 1715-1787",Person
South Orange (N.J.),
"Sowerby, George, 1774-1844",Person
"Sowle, Tace, 1667-1746",
Spada,Person
"Spada, Fabrizio, 1643-1717",Person
"Spada, Orazio, 1613-1687",Person
Spain. Sovereign (1479-1504 : Ferdinand V and Isabella I),
Spanish Culture Class Collection,Type
"Spannocchi, Erminio",
Sparta (Extinct city),
"Späth, Adam, d. ca. 1890",Person
"Spawn, Willman",Person
Spearman,
"Spearman, Ge.",Person
"Spearman, George, 1714-1761",Person
Spears,
Specchio di croce,
Spectacles,
Speculum sapientiae,
Speculum vitae humanae,
"Spencer, George John Spencer, Earl, 1758-1834",
"Speth von Schülzburg, Stephan",
Speyer (Germany),Place
Sphinxes,Animal
Spiders,Animal
"Spiegelberg, Frederick, 1863-1937",
"Spielman, Meyer Adam, 1856-1936",Person
"Spielmann, Meyer A.",Person
"Spielmann, Meyer Adam, 1856-1936",Person
"Spiess, Johann, fl. 1571-1610",
Spiez (Switzerland),
"Spilsbury, Francis Mosley, 1826-1878",
Spine,Physical
Spines,Physical
Spinners,
Spinning,
"Spirinx, Louis, 1596-1669",
"Spirito, Lorenzo",
"Spohn, Howard L.",Person
Spoleto (Italy),Place
"Spoor, John A. (John Alden), 1851-1926",
"Spörli, Jakob, -1625",
"Sprague, D. Rev.",Person
"Springwood Park (Kelso, Scotland)",Place
"Squadroni, Antonio",
Squirrels,Animal
"SS. Concezione a Montecalvario (Church : Naples, Italy)",Hybrid
SSSS,Monogram
"St Francis Xavier's College (New York, N.Y.)",Hybrid
St Peter's Church,
St Peter's College (University of Oxford),
St Peter's Hall,
St. Agnes,
St. Benedict,
St. Brice,
St. Charles College (London),
"St. Emmeram (Monastery : Regensburg, Germany)",Hybrid
St. Gall,
St. Gallus,
St. Jerome,
St. John the Evangelist,
"St. John, Francis, 1634-1705",Person
St. John's College (University of Oxford),
"St. Joseph's Seminary (Leeds, England)",Hybrid
"St. Maria Fabariense (Church : Pfäfers, Saint Gall, Switzerland)",
St. Martha,
"St. Martinskirche (Worms, Germany)",
St. Omer (France),Place
St. Othmar,
St. Peter,
St. Peter ad Vincula,
St. Peter's Church,
"St. Peter's, Cardiff",
"St. Ulrich und Afra (Benedictine abbey : Augsburg, Germany)",Hybrid
Staats- und Stadtbibliothek Augsburg,Hybrid
Staats- und Stadtbibliothek Augsburg‏,Hybrid
Staats- und Universitätsbibliothek Hamburg,
Staatsbad Brückenau (Germany),
"Stadion, Christoph von, Bishop of Augsburg, 1478-1543",Person
"Stadler, Joannes",
Stadt- und Kreisbibliothek Anna Seghers (Meiningen),
Stadtarchiv Rostock,Hybrid
Stadtbibliothek Frankfurt am Main,Hybrid
Stadtbibliothek Lübeck,Hybrid
Stadtbibliothek Magdeburg‏,Hybrid
Stadtbibliothek Nürnberg,
Stadt-Bibliothek Wuerzberg,Hybrid
Stadt-Bibliothek Würzburg,Hybrid
Stadtbibliothek zu Breslau,Hybrid
Stadtbücherei Würzburg,Hybrid
Stadtbuecherei Wuerzburg,Hybrid
"Stagnino, Bernardino, d. 1540",
"Stagnon, Antonio Maria, 1751-1805",
Stags,Animal
"Stahl, Ernst Konrad, 1886-1966",Person
"Stahl, Ernst Konrad, b. 1886",Person
"Stamford, Thomas Grey, Earl of, 1654-1720",Person
Stamps,Type
"Stanes, R.",
"Stange, Johann",
"Stanhope, Philip, 1732-1768",
"Stanislao, Polono, active 1491-1514",
Stanley,
"Staphorst, Nicolaus, 1679-1731",Person
"Staphylus, Fridericus, 1512-1564",
Stargard in Pommern (Germany),
Stargard Szczeciński (Poland),
"Starkenstein, Emil, 1884-1942",
"Starkie, Le Gendre Pierce, 1760-1807",Person
"Starkie, Le Gendre Pierce, 1796-1819",Person
"Starkie, Le Gendre Piers, 1760-1807",Person
"Starling, Samuel, Sir, d. 1674",
"Stayner, Heinrich, -1548",Person
"Stearns, George A.",Person
"Steels, Joannes, 16th cent.",
"Steendam, Jacob, b. 1616",
Stefano Euangilis,
Stefano Evangelis,
"Stefano, Lorenzo",Person
"Stegmayer, Remigius",Person
"Steiber, Johannes",
Steinaweg (Austria),Place
"Steinberger, Leonhard Michael, 1719-1766",Person
"Steiner, Jon G.",Person
Steinfeld (Premonstratensian abbey),
Steingaden (Germany),Place
Steinhauser,
"Steinhöwel, Heinrich, 1412-1482?",
"Steinmann, Tobias, 1556-1631",
"Steinmeyer, Paul, d. 1586",
"Steitz, Antonius",
"Stella, Tilemann, 1525-1589",
"Stephanius, Laurentius",Person
Stephanus Baluzius Tutelensis,
"Stephen, Saint, d. ca. 36",
"Stevens, Charles William, d. 1896",
"Stevenson, Robert Louis, 1850-1894",Person
"Stewart, Elizabeth",
"Stewart, John",
"Stewart, Thomas",
Steyr (Austria),
Stift Admont,
Stift Admont. Bibliothek,
Stift Ellwangen,
Stift Göttweig,
"Stift Göttweig (Steinaweg, Austria)",Hybrid
"Stift Göttweig (Steinaweg, Austria). Bibliothek",
Stift Herzogenburg,
Stift Kempten,
Stift Lambach,
Stift Rein bei Graz,
Stift Zwettl,
Stiftsbibliothek Sankt Gallen,
Stiftsbibliothek Sankt Gallen‏,
Stiftsbibliothek Waldsassen,
"Stiger, Eberhardus, de Amersfordia",
"Stigiola, Felice, fl. 1593-1604",
Stiglerus,
Stikeman & Co.,
"Stilo, Anthoninus de",
"Stimmer, Tobias, 1539-1584",Person
Stiolerus,
Stirling County (Scotland),
"Stirling Maxwell, William, 1818-1878",Person
Stoakley & Son,
"Stock, J. E.",
"Stocke, Joannis",
"Stocke, Johannes",
Stockerau (Austria),
"Stockhammern, Karl Edler von, 1869-1928",Person
Stocks,
Stockton-Hough Library,
"Stoddard, Richard Henry, 1825-1903",
"Stoeckel, Wolfgang, active 1496-1525",Person
"Stokley, James, 1900-1990",Person
"Stolberg, Christian Ernst, Prinz, 1691-1771",
Stonyhurst College,
"Stöpel, Gustav",
"Stöpel, Gustav, 1847-1906",Person
"Storer, Anthony Morris, 1746-1799",
"Storer, Malcolm, 1862-",Person
Storks,Animal
"Stos, Rolet -1501",
"Stos, Rolet, -1501",
"Strafford, Thomas Wentworth, Earl of, 1593-1641",Person
Strahovská knihovna,
"Strang, William, 1859-1921",Person
Strasbourg (France),
"Strasbourg, France",Person
Strassburg (Germany),
"Strasser, Christophorus",Person
"Stratford de Redcliffe, Stratford Canning, Viscount, 1786-1880",Person
"Strathmore, John Bowes, Earl of, 1769-1820",
"Straub, Lukas, active 1645-1692",
Strážky (Slovakia),Place
"Strialius z Pomnouše, Bohuslav, 1573- ca. 1631",Person
"Strialius, Bohuslav, 1573-ca. 1631",Person
"Strialius, Bohuslaw, 1573-ca. 1631",Person
"Strickland, George, 1782-1874",Person
"Striglioni, Gio Mattia, 1628-1685",
"Stroehlin, Ernest, 1844-1907",Person
"Stroehlin, Gaspard Ernest, 1844-1907",Person
Stroncone (Italy),Place
"Strong, Isobel, 1858-1953",Person
"Strozzi, Ciriaco, 1504-1565",Person
"Stuart, J. (James), 1780-1853",Person
"Stuart, James, Sir, 1780-1853",
"Stubbs, William, 1825-1901",
"Stuchs, Georg, -1520",Person
"Stumpfius, Johannes(?)",
Stuttgart (Germany),
"Suardi-Ponti, Antonia, 1860-1938",
"Suardi-Ponti, Antonia, contessa",Person
"Subivana, Joseph",Person
"Successor of Petrus Hagenbach, active 1503-1511",
"Sudre, Léopold, b. 1855",
"Suetonius, approximately 69-approximately 122",
Suffolk,
Suffolk arms,
Sulpicia,
"Sultzbach, Giovanni",Person
"Sulzer, David, 1685-1762",Person
Sum Francisci Danielis Aurelii,
Sum liber Drugonis,
Summa contra gentiles,
Summa theologica. Secunda secundae,
Supplementum chronicarum,
Surrey (England),
"Sutor, Martinus",
"Sutoris, Petrus",
"Sutterus, Melchior",
Swabia (Germany),
Swales,
Swans,Animal
SwC5 B8747 561w,Call Number
SwC5 D2629 535d,Call Number
SwC5 Ec594 539b,Call Number
SwC5 G4597 516d,Call Number
SwC5 G4597 535i,Call Number
SwC5 Su773 502r,Call Number
SwC5 Su773 503m,Call Number
SwC5 Su773 503m 1506,Call Number
SwC5 V1432 514m,Call Number
SwC5 V1432 521kb,Call Number
SwC5 V1432 521v,Call Number
SwC5 V1432 521vb,Call Number
SwC5 V1432 522w,Call Number
SwC5 W8204 929h,Call Number
SwC55 F9158 592b,Call Number
SwC55 G9464 605h,Call Number
SwC55 H4403 560c,Call Number
SwC55 L3848 570d 1575,Call Number
SwC55 Si463 576d,Call Number
SwC55 St936 577v,Call Number
SwC55 St936 592c,Call Number
SwC65 B458 1744,Call Number
SwC65 D7398 673a,Call Number
SwC65 Si463 652m,Call Number
SwC75 B8313 752s,Call Number
SwC75 G3333 Eh773m,Call Number
SwC75 W9968 Eh837m 1844,Call Number
Sweden,Place
Sweden. Sovereign (1720-1751 : Fredrik I),Person
"Sweynheim, Konrad, -1477",Person
Świdnica (Poland),Place
"Swift, F.",Person
"Swinburne, Edward, 1733-1786",
"Swinburne, John Edward, 1762-1860",Person
"Swineshead, Richard",
Swiss Culture Class Collection,
Switzerland,
"Sykes, Mark Masterman, Sir, 1771-1823",Person
"Symmons, John, 1745-1831",
"Symonds, John Addington, 1840-1893",
Symons Bequest,
"Symons, G. J. (George James), 1838-1900",
"Symons, George",
"Syngisbie, W",
"Syston Park Library (Lincolnshire, England)",Hybrid
"Széchényi, Ferenc, gróf, 1754-1820",Person
Szprotawa (Poland),
T C,Monogram
T C D,Monogram
T M,Monogram
T W,Monogram
T. Payne and Son,
"T., W. Antonio",Person
Tablature,Physical
Tacketed bindings,Physical
Tackets,Physical
"Taggart, W. T. (Walter Thomas), 1872-1938",Person
"Tagiuri, Clemente Corrado, 19th cent.",
Tailpieces,Physical
"Talenti, Bartolomeo Antonio, 1710-1779",
"Tallus, Petrus",Person
"Tankerville, Earls of",Person
"Tarquinius Collatinus, Lucius",
"Tarquinius Superbus, Lucius, King of Rome, fl. 534-510 B.C.",
"Tarquinius, Sextus",
"Tartagni, Jacopo",
"Tasch von Loewenhorn, Johann",
"Tasker, Frederick Talbot, b. 1835",Person
"Tasso, Torquato, 1544-1595",
"Taylor, George",Person
"Taylor, John",
"Taylor, Robert, 1760-1839",Person
"Taylour, Robert, 1760-1839",Person
"Tebaldeo, Antonio, 1463-1537",
Tegernsee (Abbey),Entity
Tegernsee (Bavaria),Place
"Teillard d'Eyry, Jean-Baptiste Claude, 1781-1845",Person
"Teillard, J.B.C.",
Teisendorf (Germany),Place
"Telserus, Johannes",
"Temler, C(?)",
"Temple, Robert",
"Teodori, Joseph",Person
"Teodori, Thomas",
Terzi family,
Teutonic Knights,
"Thanner, Jakob, fl. 1498-1529",
"Thayer, Edward N.",Person
The Days' Doings,
Theatine inscriptions,
Theatine stamps,
"Theatinerkirche (Munich, Germany)",
Theatines,
"Theisen, Joseph M.",
Theorica musica,
Theorica musicae,
Theoxena,
Theseus (Greek mythology),
"Theuer, Max, 1878-1948",
"Theuer, Max, b. 1878",
Thibaron-Echaubard,
"Thibaut, G.",
"Thibout, G.",Person
"Thierry, Thibaut Gaspard",
"Thirlauff, Joannes Michael",
"Thirty Years' War, 1618-1648",
Thisbe (Legendary character),
Thoas,
"Thomada, Josephus",Person
Thomas Baker (Firm),
"Thomas Bryan Richards, F.S.A",Person
Thomas Randall,
Thomas Thorp (Firm),
"Thomas, Aquinas, Saint, 1225?-1274",Person
"Thomas-Stanford, Charles, 1858-1932",Person
"Thompson, Beilby, 1742-1799",
"Thompson, John Peter",
"Thompson, Robert Ellis, 1844-1924",Person
"Thorin, Ernest",Person
"Thorin, Ernest, b. 1834",
Thorold family,
"Thorold, John Hayford, Sir, 1773-1831)",Person
"Thorold, John, Sir, 1734-1815",
"Thorold, R. F.",Person
"Thorpe, Thomas, -1874",Person
"Thou, Jacques-Auguste de, 1553-1617",Person
"Throeinge, Thomas",Person
Thueringisches Staatsarchiv Meiningen,
"Thun-Hohenstein, Franz Anton, II, Graf, 1809-1870",
Thuringia (Germany),
Thüringisches Staatsarchiv Meiningen,
"Thynne, John, Baron Carteret of Hawnes, 1772-1849",Person
"Thyraeus, Petrus, 1546-1601",
"Tiberius, Emperor of Rome, 42 B.C.-37 A.D.",
Tibullus,
"Tiene, Gaetano, 1387-approximately 1462",
Ties,Physical
Tigers,Animal
"Tilley, Arthur Augustus, 1851-1942.",
"Tinnoli, Jovani",Person
"Tinnulus, Johannes, 1529-1591",Person
"Tiranti, Vittorio Emilio",Person
Tiroler Landesmuseum Ferdinandeum,
Titanus,
Title slips,
Toads,Animal
Tobias (Biblical figure),
"Toerring, Hans Sigmund von, Graf von Törring und Tengling, 1582-1636",
Toledo (Spain),Place
"Toledo, Francisco, 1532-1596",
"Tollemache, Lionel, b. 1562?",Person
"Tolmache, Lionel",Person
"Toma, Giacomo de",
"Tomada, Joseph",Person
"Tomitano, Giulio Bernardino,‏ ‎ 1761-1828‏",
"Tomitano, Giulio Bernardino, 1761-1828",Person
Tomyris,
"Toole, John Lawrence, 1830-1906",Person
Tools,Animal
"Töpsl, Franziscus, 1711-1796",Person
"Torquemada, Juan de, 1388-1468",
"Torre di Rezzonico, Carlo Castone della, 1742-1796",
"Torrentino, Lorenzo, -1563",
"Torrentino, Lorenzo, d. 1563",Person
"Torresanus, Andreas, de Asula, 1451-1529",
"Torti, Battista, active 1481-1536",
"Torti, Battista, fl. 1481-1536",
Tortoises,Animal
Toulouse (France),Place
"Townshend, Mary, d. 1776",Person
Trabalza,
Tractatus contra vicia,
Tractatus quidam de Turcis,
"Tramezzino, Michele, d. 1579",Person
"Transam, George",Person
Transylvania (Romania),
"Tranter, Edith Barbara",Person
Trautskirchen (Germany),
"Trembley, J P",
"Trembley, Jean-Pierre",
Trento (Italy),Place
"Tresiel, Samuel",Person
"Trevelyan, Florence 1852-1907",
Treviso (Italy),Place
Tricarico (Italy),Place
"Tricirculus, Franciscus",Person
Trier (Germany),
"Trier, Karl von, d. 1324",
"Trinity College (Dublin, Ireland)",
Trinity College (University of Cambridge). Library,Entity
Trinity College Cambridge,
Trionfi,
Tripoli,
Tristan,
"Tristani, Maurelio",Person
"Tristram, H. B. (Henry Baker), 1822-1906",Person
"Trithemius, Johannes, 1462-1516",Person
Troilo Piccolomini Library,
"Troilo von Lessoth, Franz Gottfried, ca 1583-ca 1648",Person
"Troilo, Franz Gottfried, ca. 1583-ca. 1648",Person
Trojan Horse,
Trojan War,
"Trolle-Bonde, Gustaf, 1773-1855",Person
"Tromler, T. H.",Person
"Tronchin, Henry, b. 1853",
"Troost, Ernest Kaspar Max, 1819-1863",Person
"Troost, Max",Person
Trotter,
Trotter family,
"Trotter, Henry, of Mortoun-Hall",Person
"Trotter, John, 1667-1718",
"Trotti, Bernardo, d. 1595",
Troy (Extinct city),
"Truchi, Cesare",
"Truchsess von Waldburg, Otto, 1514-1573",
tsc,
Tübingen (Germany),
Tudor rose,
Tuisco,
Tuisto,
Tullia,
"Tunati, Tomaso",
Tunbridge Wells (England)‏,Place
Turin (Italy),Place
Turks,
"Turner, Robert S.‏  (Robert Samuel), 1818-1887‏",
Turtledoves,Animal
Turtles,Animal
"Turton, William, ‎1762-1835‏",
"Twopenny, William, 1817-1889",
"Tydeman, Meinard, 1741-1825",
"Tyrawly, James O'Hara, Baron, 1690-1773",
Tyrolean State Museum,
"Überlingen (Bodenseekreis, Germany)",
"Uccellini, Giovanni Battista",Person
"Uffenbach, Zacharias Konrad von, 1683-1734",Person
Ufficio di revisione della stampa,
"Ulenbach, G. B.",Person
"Ulhart, Philipp, d. 1567 or 8",Person
"Ulizio, B. George",Person
Ulm (Germany),Place
"Ulmann, Carl J. (Carl Joseph), b. 1863",
"Ulric, Saint, Bishop of Augsburg, 890-973",Person
"Ulrich, Herzog zu Mecklenburg, 1527-1603",
"Umber, Sibyllinus",
Umbrellas,
"Ungelter von Diessenhausen, Wolf Jacob, b. 1596",
"Ungut, Meinard, -1499?",
Unicorns,
Unidentifed,
Unidentified,
Universitaetsbibliothek Jena,
Universität Freiburg im Breisgau,
Universität Rostock,
Universität Wien,
Universitätsbibliothek Eichstätt,
Universitätsbibliothek Freiburg im Breisgau,
Universitätsbibliothek Graz,
Universitätsbibliothek Heidelberg,
Universitätsbibliothek Helmstedt,
Universitätsbibliothek Jena,
Universitätsbibliothek Leipzig,
Universitätsbibliothek München,
Universitätsbibliothek Rostock,
Université catholique de Louvain (1835-1969),
Université de Louvain (1425-1797),
Université de Louvain (1425-1797). Bibliothèque,
Université de Paris,
Universiteit van Amsterdam. Bibliotheek,
University of Oxford,
University of Pennsylvania,
University of Pennsylvania. Dept. of Classical Studies,
University of Pennsylvania. Library. Friends,
Univerzita Karlova,
Univerzita Palackého v Olomouci‏,
"Unwin, Matthew, d. 1786",Person
Urach (Germany),
Urania (Greek deity),
Urbania (Italy),Place
"Urbanus, Vincentius",Person
Urbino (Duchy),Place
Urbino (Italy),Place
"Uriarte, Angel",Person
"Ursius, Franciscus",Person
"Ursula, Saint",
Utensils,
Utica (N.Y.),
"Utica, N.Y.",Place
Utrecht,
"Uvarov, A. S. (Alekseĭ Sergeevich), graf, 1828-1884",Person
"Uvedale, Robert, 1642-1722",Person
V G,Monogram
V.B.,Monogram
"Vaget, Heinrich, 1587-1659",Person
Vailima (Samoa),
"Val des Ecoliers (Religious order) (Verbiesles, France)",
Valais (Switzerland),
"Valckman, Jacob",Person
"Valdruch, E.",Person
"Valentini, Fernando",
"Valentinus, Antonius",Person
"Valeriani, Giovanni Battista",
"Valgrisi, Vincenzo, fl. 1540-1572",
"Valier, Agostino, 1530-1606",
"Valla, Nicolaus, d. 1568",
Valladolid (Spain),Place
"Valsecchi, Pietro",Person
"Valsecchis, Petrus de",Person
"Valvassori, Giovanni Andrea, fl. 1510-1572",Person
Van Cortlandt of Canada,
"Van Cortlandt, Edward, 1805-1875",
"Van den Branden, Franciscus",Person
"Van der Helle, Monsieur",Person
Van Marke,
"Van Rensselaer, John King, 1847-1909",Person
"Van Schaack, Peter, 1747-1832",Person
"Van Winkle, William Mitchell, b. 1885",Person
Van Zoelen,
"Van Zoelen, D. C.",Person
"Vanden-Bempde-Johnstone, Richard, Sir, 1732-1807",Person
"Vannius, Gabrielis",Person
"Vare, Edwin H., 1896-1975",Person
"Varesi, Giuseppe, 18th cent.",
"Varillas, Monsieur (Antoine), 1624-1696",Person
Vasoli,
"Vassura, Domenico",Person
"Vatter, Hanns, von Mellingen",
"Vaughan, Robert, 17th cent.",
"Vaughan, Wilmot, Earl of Lisburne, 1730-1800",
Vaulserre (France),Place
VD 16 A 1352,
Vecchi,
"Veesenmeyer, Georg, 1760-1833",Person
"Vegio, Maffeo, 1406 or 7-1458",
"Velde, Jean François van de, 1743-1823",Person
Vellum,Physical
Venice (Italy),Place
"Ventura, Comino, d. 1617",
"Venturi, Francesco, 1576-1614",Person
Venus (Roman deity),
"Venuti, Francesco",Person
"Verard, Antoine, -approximately 1513",Person
"Verbeyst, Jan Baptist 1770-1849",
Verbist,
"Verbolt, Nicolaus, fl. 1619",Person
"Vercellensis, Albertinus, active 1499-1508",
"Vergerio, Pietro Paolo, 1370-1444",
Verginia,
Verginius,
Verlag Werner Cronbach,
"Vernon, George Venables-Vernon, Baron, 1735-1813",Person
"Veroli, Giorgio di",
Verona (Italy),Place
"Veronensis, Paulus",
Versailles (France),Place
Verses,Type
"Versor, Johannes, -approximately 1485",
"Vesalius, Andreas, 1514-1564",
"Veterani Antaldi, Lavinia",
Veturia,
Veuve Niédrée,
Vevey (Switzerland),
"Vialis, Albert",Person
"Vicentius, Josephus",Person
Vicenza (Italy),Place
"Vickery, Willis, 1857-1932",
"Vidoué, Pierre, d. 1543",
Vidua Ulrici Morhardi,
Vienna (Austria),Place
Vienne (France),Place
"Vieri, Francesco de, fl. 1547-1590",Person
"Vietor, Hieronymus, d. 1546",
"Vigano, Luigi, b. 1877",
Vigevano (Italy),Place
"Vigilius, Andreas",
"Vigneau, Petrus",Person
"Vigneau, Pierre",Person
"Vigo, Pietro, 1856-1918",Person
"Viligiardus, Johannes Franciscus",
"Villa, C.",Person
